doc_id,source,source_document_id,title,pages,summary,keywords,detail_url,pdf_url
rtve_1850,rtve_buscador,1850,Vista oral 2/81 del Consejo Supremo de Justicia Militar (9 de marzo de 1982).,4,"Las páginas resumen el desarrollo del juicio relativo al intento de golpe de Estado del 23-F en España, centrándose en los interrogatorios a los principales implicados y las estrategias de defensa:

- En la sesión del 9 de marzo de 1982, la defensa interrogó al Teniente General Milans del Boch, quie...",N/Ref. SG/3.923/09-03-82 Vista Oral 2/81 Consejo Supremo de Justicia Militar,https://23fbuscador.rtve.es/document/ocr/1850?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/89_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_9_de_marzo_de_1982.pdf
rtve_1849,rtve_buscador,1849,Vista oral 2/81 del Consejo Supremo de Justicia Militar (11 de marzo de 1982).,3,"Resumen global:

Las sesiones del Consejo Supremo de Justicia Militar en marzo de 1982, centradas en el interrogatorio del General Armada relacionado con los sucesos del 23-F, mostraron una dinámica compleja y tensa entre las partes. En la sesión del 10 de marzo, después de concluir el interrogatori...",C/SG/4020/11-03-82 DTOR. VISTA ORAL DEL 2/81,https://23fbuscador.rtve.es/document/ocr/1849?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/88_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_11_de_marzo_de_1982.pdf
rtve_1848,rtve_buscador,1848,Vista oral 2/81 del Consejo Supremo de Justicia Militar (12 de marzo de 1982).,2,"Las páginas detallan la sesión del 12-03-1982 en el Consejo Supremo de Justicia Militar correspondiente a la vista oral 2/81 sobre un golpe de Estado. El General Torres Rojas se defendió desvinculándose y acusando a otros mandos y al Rey como inspiradores, negando una trama para tomar el poder. Se e...",N/Ref: C/SG/4183/12-03-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1848?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/87_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_12_de_marzo_de_1982.pdf
rtve_1847,rtve_buscador,1847,Vista oral 2/81 del Consejo Supremo de Justicia Militar (15 de marzo de 1982).,4,"Resumen global:

Las sesiones del Consejo Supremo de Justicia Militar en marzo de 1982 se centraron en el interrogatorio de altos mandos implicados en el contexto del intento de golpe de estado. El Coronel Sanmartín reconoció haber conocido y aceptado planes relacionados con la actuación militar, re...",VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR 15-03-82,https://23fbuscador.rtve.es/document/ocr/1847?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/86_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_15_de_marzo_de_1982.pdf
rtve_1846,rtve_buscador,1846,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de marzo de 1982).,6,"El documento corresponde al desarrollo de la vista oral 2/81 del Consejo Supremo de Justicia Militar, celebrada el 16 de marzo de 1982, centrada en el interrogatorio de implicados en el golpe de Estado del 23-F. Durante la sesión, se interrogó principalmente al Coronel Ibáñez Inglés y al Coronel Mig...",N/Ref. C/SG/4346/16-03-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1846?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/85_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_marzo_de_1982.pdf
rtve_1845,rtve_buscador,1845,Vista oral 2/81 del Consejo Supremo de Justicia Militar (17 de marzo de 1982).,5,"El documento corresponde a las actas de la sesión del 17 de marzo de 1982 del Consejo Supremo de Justicia Militar, en el caso 2/81, relacionado con la intentona golpista en España. A lo largo de la sesión se interrogaron a varios implicados de relevancia, incluyendo al Coronel Manchado, al Teniente ...",N/Rfe. C/SG/4487/17.03.82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1845?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/84_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_17_de_marzo_de_1982.pdf
rtve_1844,rtve_buscador,1844,Vista oral 2/81 del Consejo Supremo de Justicia Militar (18 de marzo de 1982).,6,"El documento recoge el desarrollo del juicio 2/81 en el Consejo Supremo de Justicia Militar en marzo de 1982, centrado en el análisis de las acciones y responsabilidades durante un operativo militar complejo. Se detallan interrogatorios a los principales implicados, como el teniente coronel Tejero, ...",DIRECTOR C/SG/4548/18.03.82 VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1844?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/83_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_18_de_marzo_de_1982.pdf
rtve_1843,rtve_buscador,1843,Vista oral 2/81 del Consejo Supremo de Justicia Militar (23 de marzo de 1982).,5,"El documento resume el desarrollo de la Vista Oral 2/81 del Consejo Supremo de Justicia Militar en torno al golpe del 23F y la Operación Galaxia. Durante la sesión del 23-03-82, se completaron los interrogatorios de varios oficiales implicados, incluyendo al Comandante Cortina, Capitán Acera y Capit...",SG/4.749/23-03-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1843?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/82_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_23_de_marzo_de_1982.pdf
rtve_1842,rtve_buscador,1842,Vista oral 2/81 del Consejo Supremo de Justicia Militar (22 de marzo de 1982).,5,"El documento recopila el desarrollo de la vista oral 2/81 del Consejo Supremo de Justicia Militar el 22-03-82, centrada en el análisis del golpe de Estado del 23-F. Se detallan los interrogatorios a los comandantes Pardo y Cortina, donde se revelan tácticas de defensa que intentan idealizar a los im...",N/Ref.C/SG/4659/22-03-82 Vista oral 2/81 Consejo Supremo de Justicia Militar,https://23fbuscador.rtve.es/document/ocr/1842?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/81_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_22_de_marzo_de_1982.pdf
rtve_1841,rtve_buscador,1841,Vista oral 2/81 del Consejo Supremo de Justicia Militar (24 de marzo de 1982).,5,"Las páginas del documento describen las sesiones y testimonios en el Consejo Supremo de Justicia Militar relacionadas con los hechos del 23-F y sus consecuencias. En la sesión del 24-03-1982, se centraron los interrogatorios en la participación y mando de varios capitanes de la Guardia Civil en la i...",N/Ref. C/SG/4.819/24.03.82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1841?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/80_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_24_de_marzo_de_1982.pdf
rtve_1840,rtve_buscador,1840,Vista oral 2/81 del Consejo Supremo de Justicia Militar (26 de marzo de 1982).,5,"El documento presenta un resumen detallado de las sesiones del Consejo Supremo de Justicia Militar relacionadas con el juicio por los hechos del 23-F, donde se interrogaron a varios capitanes implicados:

- En la sesión del 26.03.82 se interrogó a los capitanes Abad Gutiérrez, Muñecas Aguilar y Dusm...",DOR N/Rfa. C/SG/5.016/26.03.82 Vista Oral 2/81,https://23fbuscador.rtve.es/document/ocr/1840?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/79_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_26_de_marzo_de_1982.pdf
rtve_1839,rtve_buscador,1839,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de marzo de 1982).,9,"Resumen global del documento:

El documento recoge las sesiones y testimonios en el Consejo Supremo de Justicia Militar relacionados con la vista oral 2/81, centradas en los hechos del 23-F y las operaciones vinculadas al asalto al Congreso en febrero de 1981. Se destacan varios interrogatorios, esp...",N/Ref. C/SG/5.120/29-03-82 Vista Oral 2/81 Consejo Supremo de Justicia Militar,https://23fbuscador.rtve.es/document/ocr/1839?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/78_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_marzo_de_1982.pdf
rtve_1838,rtve_buscador,1838,Vista oral 2/81 del Consejo Supremo de Justicia Militar (30 de marzo de 1982).,9,"Resumen global del documento:

Este documento recoge testimonios e interrogatorios, principalmente del Teniente Pedro Izquierdo Sánchez, el Teniente César Álvarez-Fernández y el Teniente Coronel Tejero, en el contexto del juicio y la investigación sobre el intento de golpe de Estado del 23 de febrer...",SG/5.169/30-03-82 DTOR VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1838?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/77_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_30_de_marzo_de_1982.pdf
rtve_1837,rtve_buscador,1837,Información integrada (5 de abril de 1982).,2,"El documento presenta un análisis de la situación político-militar en dos frentes principales. Primero, durante la fase de declaraciones en la causa 2/81, se ha intensificado la tensión interna en las Fuerzas Armadas tras un incidente grave con el General Sáenz de Santa María, lo que ha provocado di...",DTOR C/DI/5583 05.04.82 fase de declaraciones,https://23fbuscador.rtve.es/document/ocr/1837?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/76_1982_informacion_integrada_5_de_abril_de_1982.pdf
rtve_1836,rtve_buscador,1836,Vista oral 2/81. Incidentes en la tarde del 5 de abril de 1982 (6 de abril de 1982).,3,"Resumen global:

Durante la vista oral de la causa 2/81 el 5 de abril de 1982, se produjo un incidente significativo a raíz de la explicación del General Santamaría sobre el uso del término ""rehenes"", comparándolo con la amenaza a un piloto de avión. Este comentario generó protestas y la salida mome...",DTOR C/DI/5584/06-04-82 Vista oral,https://23fbuscador.rtve.es/document/ocr/1836?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/75_1982_vista_oral_281_incidentes_en_la_tarde_del_5_de_abril_de_1982_6_de_abril_de_1982.pdf
rtve_1835,rtve_buscador,1835,Información integrada (20 de abril de 1982).,1,"La primera jornada de defensa de los Generales Cabezas Calahorra y De Santiago tuvo gran repercusión mediática, posicionándolos como la ""voz del Ejército"" en el juicio. La defensa del General Armada causó tensiones entre los acusados por su enfoque. Para la segunda mitad de mayo se prevé un aumento ...",DTOR Generales Cabezas Calahorra General De Santiago,https://23fbuscador.rtve.es/document/ocr/1835?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/74_1982_informacion_integrada_20_de_abril_de_1982.pdf
rtve_1834,rtve_buscador,1834,Vista oral 2/81 del Consejo Supremo de Justicia Militar (1 de abril de 1982).,4,"Resumen global:

Las sesiones del Consejo Supremo de Justicia Militar durante este período se centraron en el interrogatorio de los Tenientes Vecino y Carricondo y del civil García Carrés, implicados en el asalto al Congreso de 1981. Los tenientes declararon haber actuado estrictamente bajo órdenes ...",C/SG/5.338/01-04-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1834?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/73_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_1_de_abril_de_1982.pdf
rtve_1833,rtve_buscador,1833,Vista oral 2/81 del Consejo Supremo de Justicia Militar (2 de abril de 1982).,10,"El documento corresponde al desarrollo de la vista oral 2/81 del Consejo Supremo de Justicia Militar, celebrada en abril de 1982, y recoge testimonios y situaciones relevantes sobre los hechos del 23-F. 

Se destaca la declaración cautelosa y evasiva del Teniente General Gabeiras Montero, quien rech...",N/Rfa. C/SG/5.464/02-04-82 DTO R VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1833?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/72_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_2_de_abril_de_1982.pdf
rtve_1832,rtve_buscador,1832,Vista oral 2/81 del Consejo Supremo de Justicia Militar (6 de abril de 1982).,6,"Resumen global:

Las sesiones públicas ante el Consejo Supremo de Justicia Militar en abril de 1982 abordaron el juicio y testimonios relacionados con el intento de golpe de Estado del 23-F. Durante la primera sesión, se establecieron normas de conducta y se trataron incidentes entre letrados y test...",DTOR C/SG/5.622/06.04.82 VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1832?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/71_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_6_de_abril_de_1982.pdf
rtve_1831,rtve_buscador,1831,Vista oral 2/81 del Consejo Supremo de Justicia Militar (7 de abril de 1982).,6,"El documento presenta un resumen de las sesiones y testimonios del Consejo Supremo de Justicia Militar sobre los eventos del 23-24 de febrero de 1981, analizando actuaciones y decisiones militares clave. Los altos mandos, incluidos los generales Armada, Juste, Valencia Remón y Pontijas, coinciden en...",DTOR N.Ref: C/SG/ 5688/ 07-04-82 VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1831?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/70_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_7_de_abril_de_1982.pdf
rtve_1830,rtve_buscador,1830,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de abril de 1982).,11,"El documento recoge las actas y testimonios relativos al juicio por el intento de golpe de estado del 23-F de 1981 en España, según se desarrollaron en sesiones del Consejo Supremo de Justicia Militar entre abril de 1982. 

Se detallan las declaraciones de altos mandos militares y civiles, entre ell...",C/SG/5.577/05-04-82 DTOR VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1830?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/69_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_5_de_abril_de_1982.pdf
rtve_1829,rtve_buscador,1829,Vista oral 2/81 del Consejo Supremo de Justicia Militar (13 de abril de 1982).,6,"El documento sintetiza las sesiones del Consejo Supremo de Justicia Militar entre los días 13 y siguientes de abril de 1982, centradas en las declaraciones y testimonios de altos mandos militares implicados en la DAC y el asalto al Congreso.

Se destaca que la operación estaba bajo mando principal d...",N/Ref. C/SG/5723/13-04-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1829?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/68_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_13_de_abril_de_1982.pdf
rtve_1828,rtve_buscador,1828,Vista oral 2/81 del Consejo Supremo de Justicia Militar (14 de abril de 1982).,7,"Resumen global:

Las sesiones del Consejo Supremo de Justicia Militar en abril de 1982, centradas en el análisis del intento de golpe de Estado y el asalto al Congreso, mostraron un clima de apatía, reiteración de preguntas y poca colaboración de los testigos. Se presentaron interrogatorios de altos...",C/SG/5790/14-04-82 VISTA ORAL 2/81 Consejo Supremo de Justicia Militar,https://23fbuscador.rtve.es/document/ocr/1828?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/67_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_14_de_abril_de_1982.pdf
rtve_1827,rtve_buscador,1827,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de abril de 1982).,7,"Resumen global del documento:

El informe detalla las sesiones y testimonios relacionados con una investigación militar sobre los hechos ocurridos durante la toma del Congreso, centrada en la actuación de oficiales y mandos, especialmente de la Guardia Civil y militares vinculados a la División Acor...",SG/5948/16.04.82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1827?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/66_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_abril_de_1982.pdf
rtve_1826,rtve_buscador,1826,Vista oral 2/81 del Consejo Supremo de Justicia Militar (19 de abril de 1982).,3,"El documento recopila detalles de la sesión del Consejo Supremo de Justicia Militar celebrada el 19 de abril de 1982, durante la vista oral 2/81 relacionada con los hechos del 23-F. En la primera página se exponen testimonios de varios jefes y oficiales del Ejército, Guardia Civil y Armada, destacan...",N/Rf#:C/SG/6050/19-4-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1826?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/65_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_19_de_abril_de_1982.pdf
rtve_1825,rtve_buscador,1825,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de abril de 1982).,3,"El documento recoge el desarrollo de varias sesiones del Consejo Supremo de Justicia Militar en el marco del proceso relacionado con el 23-F, entre abril y mayo de 1982. Se examina la declaración del testigo paisano Múgica Herzog, quien defendió la normalidad de una comida en Lérida y negó intencion...",C/SG6087/20-04-82 DTOR. VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1825?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/64_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_20_de_abril_de_1982.pdf
rtve_1824,rtve_buscador,1824,Vista oral 2/81 del Consejo Supremo de Justicia Militar (27 de abril de 1982).,3,"Resumen global:

El documento recoge el dictamen definitivo del Fiscal presentado en la sesión del 27 de abril de 1982 ante el Consejo Supremo de Justicia Militar, relativo a la vista oral 2/81 sobre la conspiración militar ocurrida entre 1980 y 1981. En él se expone que la conspiración comenzó en j...",C/SC/6.590/27-04-82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1824?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/63_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_27_de_abril_de_1982.pdf
rtve_1823,rtve_buscador,1823,Vista oral 2/81 del Consejo Supremo de Justicia Militar (28 de abril de 1982).,5,"Las páginas resumen la vista oral 2/81 del Consejo Supremo de Justicia Militar, celebrada el 28 de abril de 1982, en el contexto del proceso por los sucesos del 23-F. La defensa, encabezada por el Teniente General Cabeza Calahorra, el Coronel Escadell y el Teniente General de Santiago y Díaz de Mend...",SG/6.661/28.04.82 VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR,https://23fbuscador.rtve.es/document/ocr/1823?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/62_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_28_de_abril_de_1982.pdf
rtve_1822,rtve_buscador,1822,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de abril de 1982).,3,"El documento recoge un resumen de las sesiones y acontecimientos relacionados con la causa del General Alfonso Armada en el Consejo Supremo de Justicia Militar durante abril de 1982. En la defensa de Armada, representada por el Sr. Hermosilla, se enfatiza la falta de pruebas contundentes contra él r...",DTOR 3G/6734/29-04-82 NOTA INFORMATIVA,https://23fbuscador.rtve.es/document/ocr/1822?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/61_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_abril_de_1982.pdf
rtve_1821,rtve_buscador,1821,Vista oral 2/81 del Consejo Supremo de Justicia Militar (30 de abril de 1982).,7,"Resumen global del documento sobre la Vista Oral 2/81 del Consejo Supremo de Justicia Militar (sesión 30.04.82 y siguientes):

El documento detalla la sesión judicial relativa al juicio por los hechos del 23-F, centrando la defensa en la figura del General Armada y otros acusados. La defensa, encabe...",VISTA ORAL 2/81 CONSEJO SUPREMO DE JUSTICIA MILITAR 30.04.82,https://23fbuscador.rtve.es/document/ocr/1821?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/60_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_30_de_abril_de_1982.pdf
rtve_1820,rtve_buscador,1820,Información integrada (17 de mayo de 1982).,2,"La información proporcionada abarca dos aspectos principales relacionados con la situación sociopolítica en España en torno a la Causa 2/81 y el contexto de movilización patriótica. Por un lado, se observa una baja atención social hacia la Causa 2/81, aunque se anticipa un posible aumento tras las a...",DTOR C/DI3/7829/17-05-82 Causa 2/81,https://23fbuscador.rtve.es/document/ocr/1820?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/59_1982_informacion_integrada_17_de_mayo_de_1982.pdf
rtve_1819,rtve_buscador,1819,Vista oral 2/81 del Consejo Supremo de Justicia Militar (3 de mayo de 1982).,8,"Resumen global del documento (páginas 1 a 8):

El documento recoge las sesiones del Consejo Supremo de Justicia Militar del 3 de mayo de 1982, enfocadas en la defensa de los acusados relacionados con el intento de golpe de Estado del 23F. Se registra la continuación de los alegatos de los defensores...",C/SG/6886/03-05-82 NOTA INFORMATIVA VISTA ORAL 2/81,https://23fbuscador.rtve.es/document/ocr/1819?page_size=200&page=1,https://www.rtve.es/contenidos/documentos/23f-desclasificado/58_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_3_de_mayo_de_1982.pdf
